Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name
Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna zygaena,Smooth hammerhead ,"Common hammerhead shark (English), Hammerhead shark (English), Smooth hammerhead (English), Smooth hammerhead shark (English)",Smooth Hammerhead
Chondrichthyes,Carcharhiniformes,Triakidae,Furgaleus macki,Whiskery shark ,"Mack's whiskery shark (English), Reef shark (English), Shakey shark (English), Sundowner (English), Whiskery shark (English)",Whiskery Shark
Chondrichthyes,Carcharhiniformes,Triakidae,Galeorhinus galeus,Tope shark ,"Eastern school shark (English), School shark (English), Snapper shark (English), Soupfin shark (English), Tope (English), Tope shark (English)",School Shark
Chondrichthyes,Carcharhiniformes,Triakidae,Hemitriakis abdita,Deepwater sicklefin hound shark ,Darksnout houndshark (English),Darksnout Houndshark
Chondrichthyes,Carcharhiniformes,Triakidae,Hemitriakis falcata,Sicklefin hound shark ,Sicklefin houndshark (English),Sicklefin Houndshark
Chondrichthyes,Carcharhiniformes,Triakidae,Hypogaleus hyugaensis,Blacktip tope ,"Blacktip houndshark (English), Blacktip tope (English), Blacktipe tope (English), Lesser soupfin shark (English), Pencil shark (English), Western school shark (English)",Pencil Shark
Chondrichthyes,Carcharhiniformes,Triakidae,Iago garricki,Longnose houndshark ,"Longnose hound shark (English), Longnose houndshark (English)",Longnose Houndshark
Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus antarcticus,Gummy shark ,"Australian smooth hound (English), Flake (English), Gummy shark (English), Smooth dog-shark (English), Sweet William (English), White-spotted gummy shark (English)",Gummy Shark
Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus ravidus,Australian grey smooth-hound ,,
Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus stevensi,White-spotted gummy shark ,White-spotted gummy shark (English),
Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus milii,Ghost shark ,"Elephant fish (English), Elephant shark (English), Ghost shark (English), Plownose chimaera (English), Reperepe (English), Silver fish (English), White fillets (English), Whitefish (English)",Elephantfish
Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera argiloba,Whitefin chimarea ,Whitefin chimarea (English),Whitefin Chimaera
Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera fulva,Southern chimaera ,Southern chimaera (English),Southern Chimaera
Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera lignaria,Carpenter's chimaera ,Giant chimaera (English),Giant Chimaera
Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera macrospina,Longspine chimaera ,Longspine chimaera (English),Longspine Chimaera
Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera obscura,Shortspine chimaera ,Shortspine chimaera (English),Shortspine Chimaera
Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera ogilbyi,Ogilbys ghostshark,,Ogilby's Ghostshark
Chondrichthyes,Chimaeriformes,Chimaeridae,Hydrolagus homonycteris,Black ghostshark ,,
Chondrichthyes,Chimaeriformes,Chimaeridae,Hydrolagus marmoratus,,,Marbled Ghostshark
Chondrichthyes,Chimaeriformes,Rhinochimaeridae,Harriotta haeckeli,Smallspine spookfish ,Smallspine spookfish (English),Smallspine Spookfish
Chondrichthyes,Chimaeriformes,Rhinochimaeridae,Harriotta raleighana,Pacific longnose chimaera ,"Bigspine spookfish (English), Longnose chimaera (English), Narrownose chimaera (English), Ratfish (English), Spookfish (English), Widenose chimaera (English)",Bigspine Spookfish
Chondrichthyes,Chimaeriformes,Rhinochimaeridae,Rhinochimaera pacifica,Pacific spookfish ,"Narrownose chimaera (English), Pacific longnosed chimaera (English), Pacific spookfish (English), Pinocchiofish (English), Ratfish (English)",Pacific Spookfish
Chondrichthyes,Echinorhiniformes,Echinorhinidae,Echinorhinus brucus,Bramble shark ,"Bramble shark (English), Spinous shark (English)",Bramble Shark
Chondrichthyes,Echinorhiniformes,Echinorhinidae,Echinorhinus cookei,Prickly shark ,"Cooks bramble shark (English), Prickly shark (English)",Prickly Shark
Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus galeatus,Crested hornshark ,"Crested bull shark (English), Crested bullhead shark (English), Crested horn shark (English), Crested hornshark (English), Crested Port Jackson shark (English), Crested shark (English)",Crested Hornshark
Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus portusjacksoni,Port Jackson shark ,"Bullhead (English), Bullhead shark (English), Dogshark (English), Horn shark (English), Oyster crusher (English), Pigfish (English), Port Jackson shark (English), Tabbigaw (Not specified)",Port Jackson Shark
Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus zebra,Zebra bullhead shark ,"Barred bull-head shark (English), Barred shark (English), Bullhead shark (English), Striped bullhead shark (English), Striped cat shark (English), Zebra bullhead shark (English), Zebra horn shark (English), Zebra Port Jackson shark (English)",Zebra Hornshark
Chondrichthyes,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus anguineus,Frilled shark ,"Frill shark (English), Frilled shark (English), Frill-gilled shark (English)",Frill Shark
Chondrichthyes,Hexanchiformes,Hexanchidae,Heptranchias perlo,Sharpnose sevengill shark ,"One-finned shark (English), Perlon shark (English), Sharpnose sevengill shark (English), Sharpsnout sevengill shark (English), Slender sevengill shark (English)",Sharpnose Sevengill Shark
Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus griseus,Bluntnose sixgill shark ,"Bluntnose sixgill shark (English), Bull shark (English), Cow shark (English), Grey shark (English), Mud shark (English), Sixgill shark (English)",Bluntnose Sixgill Shark
Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus nakamurai,Bigeyed sixgill shark ,Bigeye sixgill shark (English),Bigeye Sixgill Shark
Chondrichthyes,Hexanchiformes,Hexanchidae,Notorynchus cepedianus,Broadnose sevengill shark ,"Broadnose sevengill shark (English), Broadnose shark (English), Broad-snout (English), Broadsnout sevengill shark (English), Cowshark (English), Ground shark (English), Seven-gilled shark (English), Spottie (English), Tasmanian tiger shark (English), Tiger shark (English)",Broadnose Shark
Chondrichthyes,Lamniformes,Alopiidae,Alopias pelagicus,Pelagic thresher ,"Pelagic thresher (English), Small tooth thresher shark (English)",Pelagic Thresher
Chondrichthyes,Lamniformes,Alopiidae,Alopias superciliosus,Bigeye thresher ,Bigeye thresher (English),Bigeye Thresher
Chondrichthyes,Lamniformes,Alopiidae,Alopias vulpinus,Thresher ,"Atlantic thresher (English), Common thresher (English), Common thresher shark (English), Fox shark (English), Green thresher (English), Thintail thresher (English), Thresher shark (English)",Thresher Shark
Chondrichthyes,Lamniformes,Carchariidae,Carcharias taurus,Sand tiger shark ,"Blue nurse shark (English), Gray nurse shark (English), Greynurse shark (English), Nuss shark (English), Sand shark (English), Sand tiger (English), Sand tiger shark (English), Shovel-nosed shark (English), Spotted ragged-tooth (English)",Greynurse Shark
Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus maximus,Basking shark ,"Basking shark (English), Sunfish (English)",Basking Shark
Chondrichthyes,Lamniformes,Lamnidae,Carcharodon carcharias,Great white shark ,"Great white shark (English), White death (English), White pointer (English), White shark (English)",White Shark
Chondrichthyes,Lamniformes,Lamnidae,Isurus oxyrinchus,Shortfin mako ,"Blue pointer (English), Mackerel shark (English), Mako shark (English), Shortfin mako (English), Snapper shark (English)",Shortfin Mako
Chondrichthyes,Lamniformes,Lamnidae,Lamna nasus,Porbeagle ,"Mackerel shark (English), Porbeagle (English)",Porbeagle
Chondrichthyes,Lamniformes,Megachasmidae,Megachasma pelagios,Megamouth shark ,Megamouth shark (English),Megamouth Shark
Chondrichthyes,Lamniformes,Mitsukurinidae,Mitsukurina owstoni,Goblin shark ,"Elphin shark (English), Goblin shark (English)",Goblin Shark
Chondrichthyes,Lamniformes,Odontaspididae,Odontaspis ferox,Smalltooth sand tiger ,"Bumpytail ragged-tooth (English), Herbsts nurse shark (English), Sand tiger shark (English), Smalltooth sand tiger (English)",Sandtiger Shark
Chondrichthyes,Lamniformes,Pseudocarchariidae,Pseudocarcharias kamoharai,Crocodile shark ,Crocodile shark (English),Crocodile Shark
Chondrichthyes,Myliobatiformes,Aetobatidae,Aetobatus ocellatus,Ocellated eagle ray ,"Ocellated eagle ray (English), Sharpwing eagle ray (English)",Whitespotted Eagle Ray
Chondrichthyes,Myliobatiformes,Dasyatidae,Bathytoshia brevicaudata,Short-tail stingray ,"Giant black ray (English), Giant stingray (English), New Zealand short-tail stingaree (English), Schreiners ray (English), Short-tail stingray (English), Short-tailed stingaree (English), Smooth stingray (English), Stingray (English)",Smooth Stingray
Chondrichthyes,Myliobatiformes,Dasyatidae,Bathytoshia lata,Brown stingray ,"Black skate (English), Black stingaree (English), Black stingray (English), Longtail stingray (English), Long-tailed stingaree (English), Thorntail ray (English), Thorntail stingray (English)",Black Stingray
Chondrichthyes,Myliobatiformes,Dasyatidae,Hemitrygon fluviorum,Estuary stingray ,"Brown stingray (English), Estuary stingaree (English), Estuary stingray (English), River stingray (English)",Estuary Stingray
Chondrichthyes,Myliobatiformes,Dasyatidae,Hemitrygon parvonigra,Dwarf black stingray ,Dwarf black stingray (English),
Chondrichthyes,Myliobatiformes,Dasyatidae,Himantura australis,Australian whipray ,Australian whipray (English),Reticulate Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Himantura leoparda,,Leopard whipray (English),Leopard Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Himantura uarnak,Honeycomb stingray ,"Coachwhip ray (English), Honeycomb stingray (English), Longtail ray (English), Longtail stingray (English), Reticulate whipray (English), Yidi (Guugu Yimidhirr)",
Chondrichthyes,Myliobatiformes,Dasyatidae,Himantura undulata,Leopard whipray ,Leopard whipray (English),
Chondrichthyes,Myliobatiformes,Dasyatidae,Maculabatis astra,,Black-spotted whipray (English),Blackspotted Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Maculabatis toshi,Black-spotted whipray ,"Blackspotted whipray (English), Black-spotted whipray (English), Black-spotted stingray (English), Coachwhip ray (English), Ray (English), Toshs longtail ray (English), Wulura (English)",
Chondrichthyes,Myliobatiformes,Dasyatidae,Megatrygon microps,Smalleye stingray ,Smalleye stingray (English),Smalleye Stingray
Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon annotata,Plain maskray ,"Brown stingray (English), Plain maskray (English)",Plain Maskray
Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon australiae,Australian bluespotted maskray ,Australian bluespotted maskray (English),Bluespotted Maskray
Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon leylandi,Painted maskray ,"Brown-reticulate stingray (English), Painted maskray (English)",Painted Maskray
Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon ningalooensis,,,
Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon picta,Peppered maskray ,Peppered maskray (English),
Chondrichthyes,Myliobatiformes,Dasyatidae,Pastinachus ater,Broad cowtail ray ,Broad cowtail ray (English),Cowtail Stingray
Chondrichthyes,Myliobatiformes,Dasyatidae,Pastinachus sephen,Cowtail stingray ,"Banana-tail ray (English), Cowtail ray (English), Cowtail stingray (English), Fantail ray (English), Feathertail stingray (English), Guergunna (English), Gundurru (Guugu Yimidhirr), Weralli (English)",
Chondrichthyes,Myliobatiformes,Dasyatidae,Pateobatis fai,Pink whipray ,Pink whipray (English),Pink Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Pateobatis hortlei,Hortle's whipray ,,
Chondrichthyes,Myliobatiformes,Dasyatidae,Pateobatis jenkinsii,Jenkins whipray ,"Dragon stingray (English), Jenkins whipray (English), Jenkins' whipray (English), Pointed-nose stingray (English), Rough-back stingray (English)",Jenkins' Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Pteroplatytrygon violacea,Pelagic stingray ,"Guilers stingray (English), Pelagic stingray (English), Violet stingray (English)",Pelagic Stingray
Chondrichthyes,Myliobatiformes,Dasyatidae,Taeniura lymma,Ribbontail stingray ,"Bluespotted fantail ray (English), Blue-spotted fantail ray (English), Blue-spotted lagoon ray (English), Blue-spotted ray (English), Bluespotted ribbontail ray (English), Blue-spotted ribbontail ray (English), Blue-spotted stingray (English), Fantail ray (English), Lagoon ray (English), Lesser fantail ray (English), Reef ray (English), Ribbontail stingray (English), Yilinggan (Guugu Yimidhirr)",Bluespotted Fantail Ray
Chondrichthyes,Myliobatiformes,Dasyatidae,Taeniurops meyeni,Round ribbontail ray ,"Black-blotched stingray (English), Black-spotted stingray (English), Blotched fantail ray (English), Giant reef ray (English), Round ribbontail ray (English)",Blotched Fantail Ray
Chondrichthyes,Myliobatiformes,Dasyatidae,Urogymnus acanthobothrium,Mumburarr whipray ,Mumburarr whipray (English),
Chondrichthyes,Myliobatiformes,Dasyatidae,Urogymnus asperrimus,Porcupine whipray ,"Nhiirriil (Guugu Yimidhirr), Porcupine ray (English), Porcupine whipray (English), Roughskin stingaree (English), Rough-skinned ray (English), Solanders ray (English), Thorny ray (English)",Porcupine Ray
Chondrichthyes,Myliobatiformes,Dasyatidae,Urogymnus dalyensis,Freshwater whipray ,Freshwater whipray (English),Freshwater Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Urogymnus granulatus,Mangrove whipray ,"Coachwhip ray (English), Macleays coachwhip ray (English), Mangrove ray (English), Mangrove stingray (English), Mangrove whipray (English)",Mangrove Whipray
Chondrichthyes,Myliobatiformes,Dasyatidae,Urogymnus polylepis,Giant freshwater whipray ,"Baya gawiy (Bunuba), Biya (Nyikina), Biya (Walmajarri), Freshwater whipray (English), Giant freshwater whipray (English)",
Chondrichthyes,Myliobatiformes,Gymnuridae,Gymnura australis,Australian butterfly ray ,"Australian butterfly ray (English), Butterfly ray (English), Rat-tail ray (English), Ray (English), Skate (English)",Australian Butterfly Ray
Chondrichthyes,Myliobatiformes,Hexatrygonidae,Hexatrygon bickelli,Sixgill stingray ,Sixgill stingray (English),Sixgill Stingray
Chondrichthyes,Myliobatiformes,Mobulidae,Mobula alfredi,Alfred manta ,"Alfred manta (English), Inshore manta ray (English), Manta ray (English), Prince Alfred's ray (English), Reef manta ray (English)",
Chondrichthyes,Myliobatiformes,Mobulidae,Mobula birostris,Giant manta ,"Australian devilray (English), Devil ray (English), Devilfish (English), Giant manta (English), Giant manta ray (English), Manta (English), Manta ray (English), Munguna (English), Prince Alfreds ray (English)",
Chondrichthyes,Myliobatiformes,Mobulidae,Mobula eregoodootenkee,Longhorned mobula ,"Diamond fish (English), Eregoodoo (English), Longhorned mobula (English), Manta ray (English), Ox ray (English), Pygmy devilray (English), Smaller devilray (English)",Pygmy Devilray
Chondrichthyes,Myliobatiformes,Mobulidae,Mobula tarapacana,Chilean devil ray ,"Chilean devil ray (English), Devil ray (English)",
Chondrichthyes,Myliobatiformes,Mobulidae,Mobula thurstoni,Smoothtail mobula ,"Bentfin devilray (English), Smoothtail mobula (English), Smooth-tail mobula (English)",Bentfin Devilray
Chondrichthyes,Myliobatiformes,Myliobatidae,Aetomylaeus caeruleofasciatus,Blue-banded eagle ray ,Blue-banded eagle ray (English),
Chondrichthyes,Myliobatiformes,Myliobatidae,Aetomylaeus nichofii,Banded eagle ray ,"Banded eagle ray (English), Barbless eagle ray (English)",Banded Eagle Ray
Chondrichthyes,Myliobatiformes,Myliobatidae,Aetomylaeus vespertilio,Ornate eagle ray ,Ornate eagle ray (English),Ornate Eagle Ray
Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis australis,Australian bull ray ,"Australian bull ray (English), Bull-ray (English), Cowfish (English), Cowray (English), Eagle ray (English), Fly-aways (English), Mill ray (English), Ray (English), Southern eagle ray (English), Whip ray (English), Whiptail ray (English)",
Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis hamlyni,Purple eagle ray ,"Hamlyn's bull-ray (English), Purple bull-ray (English), Purple eagle ray (English)",Purple Eagle Ray
Chondrichthyes,Myliobatiformes,Plesiobatidae,Plesiobatis daviesi,Deep-water stingray ,"Deepwater stingray (English), Deep-water stingray (English), Giant stingaree (English)",Giant Stingaree
Chondrichthyes,Myliobatiformes,Rhinopteridae,Rhinoptera neglecta,Australian cownose ray ,"Australian cownose ray (English), Cow ray (English), Cow-nose ray (English), Flapray (English), Javanese cow-ray (English)",Australian Cownose Ray
Chondrichthyes,Myliobatiformes,Urolophidae,Trygonoptera galba,,Shovelnose stingaree (English),Yellow Shovelnose Stingaree
